Pixel,UpperAuto,UpperManual,UpperMean,BottomAuto,BottomManual,BottomMean,ErrorUpperAuto,ErrorUpperManual,ErrorBottomAuto,ErrorBottomManual,StdErrorUpperAuto,StdErrorUpperManual,StdErrorBottomAuto,StdErrorBottomManual,PercentErrorUpperAuto,PercentErrorUpperManual,PercentErrorBottomAuto,PercentErrorBottomManual,
310,-179.2,-179.2,-168.5408082,-182.8,-182.7,-190.358667,-10.65919177,-10.65919177,7.558667019,7.658667019,113.6183692,113.6183692,57.13344711,58.65518051,0.0214903,0.0214903,0.0152392,0.0154409,0.0002956
311,-179.2,-179.2,-167.9638506,-182.8,-182.7,-190.2937754,-11.23614945,-11.23614945,7.493775386,7.593775386,126.2510544,126.2510544,56.15666954,57.66542462,0.0226535,0.0226535,0.0151084,0.0153100,0.0003034
312,-179.3,-179.3,-167.8580759,-182.7,-182.7,-190.2220232,-11.44192413,-11.44192413,7.522023205,7.522023205,130.9176277,130.9176277,56.58083309,56.58083309,0.0230684,0.0230684,0.0151654,0.0151654,0.0003062
313,-179.2,-179.2,-167.7485353,-182.7,-182.7,-190.1467138,-11.45146472,-11.45146472,7.446713761,7.446713761,131.1360442,131.1360442,55.45354584,55.45354584,0.0230876,0.0230876,0.0150135,0.0150135,0.0003063
314,-179.2,-179.2,-167.6382284,-182.7,-182.7,-190.0705869,-11.56177165,-11.56177165,7.370586894,7.370586894,133.6745636,133.6745636,54.32555116,54.32555116,0.0233100,0.0233100,0.0148601,0.0148601,0.0003078
315,-179.2,-179.2,-167.5272766,-182.7,-182.7,-189.99446,-11.67272338,-11.67272338,7.294460026,7.294460026,136.2524711,136.2524711,53.20914708,53.20914708,0.0235337,0.0235337,0.0147066,0.0147066,0.0003093
316,-179.1,-179.1,-167.4151721,-182.6,-182.7,-189.9182631,-11.6848279,-11.6848279,7.318263102,7.218263102,136.5352031,136.5352031,53.55697482,52.1033222,0.0235581,0.0235581,0.0147546,0.0145529,0.0003094
317,-179.1,-179.1,-167.3038613,-182.6,-182.6,-189.8419074,-11.7961387,-11.7961387,7.241907357,7.241907357,139.1488883,139.1488883,52.44522216,52.44522216,0.0237825,0.0237825,0.0146006,0.0146006,0.0003109
318,-179,-179,-167.2005803,-182.5,-182.6,-189.7614564,-11.79941966,-11.79941966,7.261456414,7.161456414,139.2263044,139.2263044,52.72874926,51.28645798,0.0237892,0.0237892,0.0146400,0.0144384,0.0003110
319,-178.9,-178.9,-167.1120944,-182.5,-182.5,-189.6784033,-11.78790559,-11.78790559,7.178403261,7.178403261,138.9547182,138.9547182,51.52947337,51.52947337,0.0237659,0.0237659,0.0144726,0.0144726,0.0003108
320,-178.8,-178.8,-167.0280118,-182.4,-182.5,-189.6021485,-11.77198819,-11.77198819,7.202148529,7.102148529,138.5797061,138.5797061,51.87094344,50.44051373,0.0237338,0.0237338,0.0145205,0.0143188,0.0003106
321,-178.6,-178.6,-166.9482994,-182.3,-182.4,-189.5324495,-11.65170062,-11.65170062,7.232449542,7.132449542,135.7621274,135.7621274,52.30832638,50.87183647,0.0234913,0.0234913,0.0145816,0.0143799,0.0003090
322,-178.5,-178.5,-166.868587,-182.3,-182.4,-189.4627506,-11.63141305,-11.63141305,7.162750555,7.062750555,135.2897695,135.2897695,51.30499552,49.8824454,0.0234504,0.0234504,0.0144410,0.0142394,0.0003087
323,-178.5,-178.5,-166.7866902,-182.2,-182.3,-189.4007672,-11.71330978,-11.71330978,7.200767212,7.100767212,137.2016259,137.2016259,51.85104844,50.420895,0.0236155,0.0236155,0.0145177,0.0143161,0.0003098
324,-178.4,-178.4,-166.7014253,-182.1,-182.2,-189.3483141,-11.69857472,-11.69857472,7.248314125,7.148314125,136.8566504,136.8566504,52.53805765,51.09839482,0.0235858,0.0235858,0.0146135,0.0144119,0.0003096
325,-178.3,-178.3,-166.6100233,-182,-182.2,-189.295861,-11.68997669,-11.68997669,7.295861037,7.095861037,136.655555,136.655555,53.22958827,50.35124386,0.0235685,0.0235685,0.0147094,0.0143062,0.0003095
326,-178.3,-178.3,-166.5176879,-182,-182.1,-189.2454847,-11.78231205,-11.78231205,7.245484667,7.145484667,138.8228773,138.8228773,52.49704806,51.05795113,0.0237547,0.0237547,0.0146078,0.0144062,0.0003107
327,-178.3,-178.3,-166.425763,-181.9,-182,-189.2001744,-11.874237,-11.874237,7.300174423,7.200174423,140.9975043,140.9975043,53.2925466,51.84251172,0.0239400,0.0239400,0.0147181,0.0145165,0.0003119
328,-178.3,-178.3,-166.330448,-181.8,-181.9,-189.1565769,-11.96955202,-11.96955202,7.356576871,7.256576871,143.2701756,143.2701756,54.11922326,52.65790789,0.0241322,0.0241322,0.0148318,0.0146302,0.0003132
329,-178.3,-178.3,-166.2322874,-181.7,-181.9,-189.1145826,-12.06771263,-12.06771263,7.414582606,7.214582606,145.6296882,145.6296882,54.97603523,52.05020218,0.0243301,0.0243301,0.0149488,0.0145455,0.0003145
330,-178.4,-178.4,-166.1319552,-181.7,-181.8,-189.0725883,-12.2680448,-12.2680448,7.372588342,7.272588342,150.5049233,150.5049233,54.35505886,52.89054119,0.0247340,0.0247340,0.0148641,0.0146625,0.0003171
331,-178.4,-178.4,-166.028014,-181.6,-181.7,-189.0256189,-12.37198605,-12.37198605,7.425618855,7.325618855,153.0660387,153.0660387,55.13981539,53.66469162,0.0249435,0.0249435,0.0149710,0.0147694,0.0003184
332,-178.4,-178.4,-165.9234737,-181.5,-181.6,-188.969533,-12.4765263,-12.4765263,7.46953303,7.36953303,155.6637086,155.6637086,55.79392369,54.31001708,0.0251543,0.0251543,0.0150595,0.0148579,0.0003198
333,-178.5,-178.5,-165.8082334,-181.5,-181.6,-188.913043,-12.69176662,-12.69176662,7.413042973,7.313042973,161.0809398,161.0809398,54.95320612,53.48059752,0.0255882,0.0255882,0.0149457,0.0147440,0.0003225
334,-178.5,-178.5,-165.8008257,-181.4,-181.5,-188.8565529,-12.69917426,-12.69917426,7.456552916,7.356552916,161.2690268,161.2690268,55.60018138,54.1188708,0.0256032,0.0256032,0.0150334,0.0148318,0.0003226
335,-178.5,-178.5,-166.0317462,-181.4,-181.4,-188.8000976,-12.46825383,-12.46825383,7.40009759,7.40009759,155.4573536,155.4573536,54.76144434,54.76144434,0.0251376,0.0251376,0.0149196,0.0149196,0.0003197
336,-178.5,-178.5,-166.255991,-181.3,-181.3,-188.7440655,-12.24400902,-12.24400902,7.444065511,7.444065511,149.9157568,149.9157568,55.41411133,55.41411133,0.0246855,0.0246855,0.0150082,0.0150082,0.0003168
337,-178.4,-178.4,-166.4706903,-181.2,-181.3,-188.7001475,-11.92930973,-11.92930973,7.500147535,7.400147535,142.3084306,142.3084306,56.25221305,54.76218354,0.0240510,0.0240510,0.0151213,0.0149197,0.0003127
338,-178.3,-178.3,-166.6800386,-181.2,-181.2,-188.6613669,-11.61996142,-11.61996142,7.461366865,7.461366865,135.0235034,135.0235034,55.6719955,55.6719955,0.0234273,0.0234273,0.0150431,0.0150431,0.0003086
339,-178.2,-178.2,-166.8854662,-181.1,-181.1,-188.6225862,-11.31453378,-11.31453378,7.522586195,7.522586195,128.0186747,128.0186747,56.58930306,56.58930306,0.0228116,0.0228116,0.0151665,0.0151665,0.0003045
340,-178.1,-178.1,-167.0759194,-181.1,-181.1,-188.5815509,-11.0240806,-11.0240806,7.481550905,7.481550905,121.530353,121.530353,55.97360395,55.97360395,0.0222260,0.0222260,0.0150838,0.0150838,0.0003006
341,-177.9,-177.9,-167.258501,-181.1,-181,-188.5379196,-10.64149898,-10.64149898,7.437919642,7.537919642,113.2415006,113.2415006,55.3226486,56.82023253,0.0214546,0.0214546,0.0149958,0.0151974,0.0002953
342,-177.6,-177.6,-167.4218844,-181,-180.9,-188.4966001,-10.17811562,-10.17811562,7.496600093,7.596600093,103.5940375,103.5940375,56.19901295,57.70833297,0.0205204,0.0205204,0.0151141,0.0153157,0.0002888
343,-177.3,-177.3,-167.5629646,-181,-180.9,-188.4567571,-9.737035423,-9.737035423,7.456757076,7.556757076,94.80985883,94.80985883,55.60322609,57.1045775,0.0196311,0.0196311,0.0150338,0.0152354,0.0002825
344,-177,-177,-167.6902268,-180.9,-180.8,-188.4169571,-9.309773248,-9.309773248,7.516957146,7.616957146,86.67187793,86.67187793,56.50464473,58.01803616,0.0187697,0.0187697,0.0151552,0.0153568,0.0002762
345,-176.7,-176.7,-167.7621661,-180.9,-180.8,-188.3772507,-8.937833879,-8.937833879,7.477250673,7.577250673,79.88487446,79.88487446,55.90927763,57.41472776,0.0180198,0.0180198,0.0150751,0.0152767,0.0002706
346,-176.3,-176.3,-167.8193559,-180.9,-180.7,-188.3375442,-8.480644052,-8.480644052,7.437544201,7.637544201,71.92132353,71.92132353,55.31706373,58.33208141,0.0170981,0.0170981,0.0149950,0.0153983,0.0002636
347,-176,-176,-167.8592306,-180.8,-180.7,-188.2961825,-8.140769437,-8.140769437,7.496182506,7.596182506,66.27212702,66.27212702,56.19275216,57.70198866,0.0164128,0.0164128,0.0151133,0.0153149,0.0002583
348,-175.6,-175.6,-167.8599294,-180.8,-180.7,-188.2456225,-7.740070647,-7.740070647,7.445622472,7.545622472,59.90869362,59.90869362,55.43729399,56.93641849,0.0156050,0.0156050,0.0150113,0.0152129,0.0002519
349,-175.2,-175.2,-167.8451163,-180.8,-180.6,-188.1936437,-7.354883741,-7.354883741,7.393643677,7.593643677,54.09431485,54.09431485,54.66596682,57.6634243,0.0148284,0.0148284,0.0149065,0.0153098,0.0002455
350,-174.8,-174.8,-167.8533269,-180.7,-180.6,-188.1416649,-6.946673128,-6.946673128,7.441664882,7.541664882,48.25626755,48.25626755,55.37837622,56.8767092,0.0140054,0.0140054,0.0150034,0.0152050,0.0002386
351,-174.4,-174.4,-167.8720792,-180.7,-180.5,-188.0739502,-6.5279208,-6.5279208,7.373950184,7.573950184,42.61374997,42.61374997,54.37514132,57.3647214,0.0131611,0.0131611,0.0148668,0.0152701,0.0002313
352,-174,-174,-167.885429,-180.7,-180.5,-187.9900417,-6.11457098,-6.11457098,7.290041743,7.490041743,37.38797826,37.38797826,53.14470861,56.1007253,0.0123278,0.0123278,0.0146977,0.0151009,0.0002239
353,-173.6,-173.6,-167.8729757,-180.7,-180.5,-187.8867964,-5.727024305,-5.727024305,7.186796405,7.386796405,32.79880739,32.79880739,51.65004257,54.56476114,0.0115464,0.0115464,0.0144895,0.0148927,0.0002166
354,-173.2,-173.2,-167.8352598,-180.6,-180.5,-187.7738082,-5.36474022,-5.36474022,7.173808172,7.273808172,28.78043763,28.78043763,51.46352369,52.90828532,0.0108160,0.0108160,0.0144633,0.0146649,0.0002097
355,-173.1,-173.1,-167.7886285,-180.6,-180.4,-187.6589728,-5.311371509,-5.311371509,7.058972824,7.258972824,28.21066731,28.21066731,49.82909733,52.69268646,0.0107084,0.0107084,0.0142318,0.0146350,0.0002086
356,-173,-173,-167.7366807,-180.6,-180.4,-187.5440745,-5.263319321,-5.263319321,6.944074512,7.144074512,27.70253028,27.70253028,48.22017083,51.03780064,0.0106115,0.0106115,0.0140002,0.0144034,0.0002077
357,-173,-173,-167.7069187,-180.5,-180.4,-187.4308303,-5.293081305,-5.293081305,6.930830339,7.030830339,28.0167097,28.0167097,48.03640919,49.43257526,0.0106715,0.0106715,0.0139734,0.0141751,0.0002083
358,-173,-173,-167.6864943,-180.5,-180.4,-187.3156887,-5.313505728,-5.313505728,6.815688672,6.915688672,28.23334312,28.23334312,46.45361207,47.82674981,0.0107127,0.0107127,0.0137413,0.0139429,0.0002087
359,-173,-173,-167.6360163,-180.5,-180.4,-187.1828673,-5.363983732,-5.363983732,6.682867329,6.782867329,28.77232148,28.77232148,44.66071574,46.0072892,0.0108145,0.0108145,0.0134735,0.0136751,0.0002097
360,-172.7,-172.7,-167.5869843,-180.4,-180.4,-187.0503572,-5.11301566,-5.11301566,6.650357184,6.650357184,26.14292914,26.14292914,44.22725067,44.22725067,0.0103085,0.0103085,0.0134080,0.0134080,0.0002047
361,-172.2,-172.2,-167.5404333,-180.4,-180.4,-186.9319592,-4.659566749,-4.659566749,6.531959217,6.531959217,21.71156229,21.71156229,42.66649122,42.66649122,0.0093943,0.0093943,0.0131693,0.0131693,0.0001954
362,-171.5,-171.5,-167.4976792,-180.4,-180.4,-186.8983509,-4.00232083,-4.00232083,6.498350871,6.498350871,16.01857202,16.01857202,42.22856404,42.22856404,0.0080692,0.0080692,0.0131015,0.0131015,0.0001811
363,-171,-171,-167.4767268,-180.3,-180.4,-186.8479098,-3.5232732,-3.5232732,6.547909796,6.447909796,12.41345404,12.41345404,42.8751227,41.57554074,0.0071034,0.0071034,0.0132014,0.0129998,0.0001699
364,-170.3,-170.3,-167.4683719,-180.3,-180.4,-186.7344446,-2.83162811,-2.83162811,6.434444604,6.334444604,8.018117755,8.018117755,41.40207736,40.12518844,0.0057089,0.0057089,0.0129727,0.0127711,0.0001523
365,-169.6,-169.6,-167.4560092,-180.2,-180.4,-186.4883005,-2.143990765,-2.143990765,6.288300473,6.088300473,4.596696399,4.596696399,39.54272284,37.06740265,0.0043226,0.0043226,0.0126780,0.0122748,0.0001326
366,-168.6,-168.6,-167.4004176,-180.2,-180.4,-186.3087539,-1.199582386,-1.199582386,6.108753921,5.908753921,1.438997901,1.438997901,37.31687447,34.9133729,0.0024185,0.0024185,0.0123160,0.0119128,0.0000991
367,-167.8,-167.8,-167.1877686,-180.1,-180.4,-186.1923864,-0.612231355,-0.612231355,6.09238639,5.79238639,0.374827232,0.374827232,37.11717192,33.55174009,0.0012343,0.0012343,0.0122830,0.0116782,0.0000708
368,-167.1,-167.1,-166.9092366,-180,-180.4,-186.0744672,-0.19076342,-0.19076342,6.074467231,5.674467231,0.036390682,0.036390682,36.89915214,32.19957836,0.0003846,0.0003846,0.0122469,0.0114405,0.0000395
369,-166.6,-166.6,-166.6564449,-179.9,-180.5,-185.9565481,0.056444938,0.056444938,6.056548072,5.456548072,0.003186031,0.003186031,36.68177455,29.77391686,0.0001138,0.0001138,0.0122108,0.0110011,0.0000215
370,-166.2,-166.2,-166.4097004,-179.9,-180.5,-185.838303,0.209700391,0.209700391,5.938303009,5.338303009,0.043974254,0.043974254,35.26344263,28.49747902,0.0004228,0.0004228,0.0119724,0.0107627,0.0000415
371,-165.8,-165.8,-166.1695749,-179.8,-180.5,-185.7231199,0.369574936,0.369574936,5.923119864,5.223119864,0.136585633,0.136585633,35.08334893,27.28098112,0.0007451,0.0007451,0.0119418,0.0105305,0.0000550
372,-165.3,-165.3,-165.9366888,-179.7,-180.5,-185.6083825,0.636688847,0.636688847,5.908382461,5.108382461,0.405372688,0.405372688,34.9089833,26.09557137,0.0012836,0.0012836,0.0119121,0.0102992,0.0000722
373,-164.8,-164.8,-165.7397642,-179.6,-180.6,-185.5035431,0.939764203,0.939764203,5.903543139,4.903543139,0.883156757,0.883156757,34.85182159,24.04473531,0.0018947,0.0018947,0.0119023,0.0098862,0.0000878
374,-164.3,-164.3,-164.3182779,-179.5,-180.6,-185.3897475,0.018277935,0.018277935,5.889747484,4.789747484,0.000334083,0.000334083,34.68912542,22.94168096,0.0000369,0.0000369,0.0118745,0.0096567,0.0000122
375,-164.1,-164.1,-164.2082269,-179.3,-180.6,-185.2704313,0.108226915,0.108226915,5.970431292,4.670431292,0.011713065,0.011713065,35.64604981,21.81292845,0.0002182,0.0002182,0.0120372,0.0094162,0.0000298
376,-163.8,-163.8,-164.1220212,-179.2,-180.6,-185.1511151,0.322021182,0.322021182,5.9511151,4.5511151,0.103697642,0.103697642,35.41577093,20.71264865,0.0006492,0.0006492,0.0119982,0.0091756,0.0000514
377,-163.3,-163.3,-164.0829753,-179.1,-180.7,-185.0552387,0.78297527,0.78297527,5.955238702,4.355238702,0.613050273,0.613050273,35.464868,18.96810415,0.0015786,0.0015786,0.0120065,0.0087807,0.0000801
378,-162.6,-162.6,-164.0658755,-179,-180.7,-184.9938959,1.465875499,1.465875499,5.99389592,4.29389592,2.14879098,2.14879098,35.9267883,18.43754217,0.0029554,0.0029554,0.0120845,0.0086570,0.0001096
379,-161.8,-161.8,-164.0523375,-178.9,-180.7,-184.9511704,2.252337479,2.252337479,6.051170357,4.251170357,5.073024117,5.073024117,36.61666269,18.0724494,0.0045410,0.0045410,0.0121999,0.0085709,0.0001359
380,-161.3,-161.3,-164.1019388,-178.7,-180.8,-184.9125618,2.801938817,2.801938817,6.212561813,4.112561813,7.850861136,7.850861136,38.59592428,16.91316466,0.0056491,0.0056491,0.0125253,0.0082915,0.0001515
381,-161,-161,-164.3440061,-178.6,-180.8,-184.8915552,3.344006084,3.344006084,6.291555152,4.091555152,11.18237669,11.18237669,39.58366622,16.74082356,0.0067419,0.0067419,0.0126846,0.0082491,0.0001655
382,-160.9,-160.9,-164.549479,-178.5,-180.8,-184.8705485,3.649478976,3.649478976,6.37054849,4.07054849,13.3186968,13.3186968,40.58388807,16.56936501,0.0073578,0.0073578,0.0128438,0.0082068,0.0001729
383,-160.9,-160.9,-164.8150263,-178.4,-180.9,-184.8648873,3.91502626,3.91502626,6.464887292,3.964887292,15.32743061,15.32743061,41.79476769,15.72033124,0.0078932,0.0078932,0.0130340,0.0079937,0.0001791
384,-160.8,-160.8,-165.1721374,-178.2,-180.9,-184.8877834,4.372137432,4.372137432,6.687783412,3.987783412,19.11558572,19.11558572,44.72644697,15.90241654,0.0088148,0.0088148,0.0134834,0.0080399,0.0001893
385,-160.7,-160.7,-165.5455851,-178.1,-180.9,-184.9244039,4.845585129,4.845585129,6.824403858,4.024403858,23.47969524,23.47969524,46.57248801,16.19582641,0.0097693,0.0097693,0.0137589,0.0081137,0.0001993
386,-160.7,-160.7,-165.9600803,-178,-181,-184.9861837,5.260080276,5.260080276,6.986183694,3.986183694,27.66844451,27.66844451,48.80676261,15.88966044,0.0106050,0.0106050,0.0140850,0.0080367,0.0002076
387,-160.8,-160.8,-166.4347811,-177.9,-181,-185.0479635,5.634781057,5.634781057,7.14796353,4.04796353,31.75075756,31.75075756,51.09338263,16.38600874,0.0113604,0.0113604,0.0144112,0.0081612,0.0002149
388,-160.9,-160.9,-166.9155603,-177.8,-181,-185.1130948,6.015560316,6.015560316,7.313094774,4.113094774,36.18696592,36.18696592,53.48135517,16.91754862,0.0121281,0.0121281,0.0147441,0.0082925,0.0002220
389,-161,-161,-167.3892124,-177.7,-181.1,-185.1934317,6.389212371,6.389212371,7.493431738,4.093431738,40.82203472,40.82203472,56.15151922,16.7561834,0.0128815,0.0128815,0.0151077,0.0082529,0.0002288
390,-161.2,-161.2,-167.899889,-177.6,-181.1,-185.2731277,6.699889033,6.699889033,7.673127716,4.173127716,44.88851306,44.88851306,58.87688895,17.41499493,0.0135078,0.0135078,0.0154700,0.0084136,0.0002343
391,-161.6,-161.6,-168.4318249,-177.6,-181.1,-185.3741133,6.831824891,6.831824891,7.774113317,4.274113317,46.67383134,46.67383134,60.43683787,18.26804465,0.0137738,0.0137738,0.0156736,0.0086172,0.0002366
392,-162.1,-162.1,-168.9839281,-177.5,-181.2,-185.4758757,6.883928051,6.883928051,7.975875661,4.275875661,47.38846541,47.38846541,63.61459255,18.28311266,0.0138789,0.0138789,0.0160804,0.0086207,0.0002375
393,-162.7,-162.7,-169.5569997,-177.5,-181.2,-185.5786994,6.856999721,6.856999721,8.07869937,4.37869937,47.01844518,47.01844518,65.26538351,19.17300817,0.0138246,0.0138246,0.0162877,0.0088280,0.0002371
394,-163.2,-163.2,-170.1373316,-177.5,-181.2,-185.6815492,6.937331588,6.937331588,8.18154917,4.48154917,48.12656957,48.12656957,66.93774682,20.08428296,0.0139866,0.0139866,0.0164951,0.0090354,0.0002384
395,-163.9,-163.9,-170.7511251,-177.4,-181.3,-185.8127177,6.851125098,6.851125098,8.412717734,4.512717734,46.93791511,46.93791511,70.77381967,20.36462134,0.0138128,0.0138128,0.0169611,0.0090982,0.0002370
396,-164.7,-164.7,-171.3324888,-177.5,-181.3,-185.9464515,6.632488785,6.632488785,8.446451523,4.646451523,43.98990748,43.98990748,71.34254332,21.58951175,0.0133720,0.0133720,0.0170291,0.0093678,0.0002331
397,-165.6,-165.6,-171.9011663,-177.5,-181.3,-186.0755502,6.301166286,6.301166286,8.575550229,4.775550229,39.70469657,39.70469657,73.54006173,22.80587999,0.0127040,0.0127040,0.0172894,0.0096281,0.0002272
398,-166.7,-166.7,-172.4206587,-177.5,-181.4,-186.2052835,5.720658732,5.720658732,8.705283543,4.805283543,32.72593633,32.72593633,75.78196156,23.09074993,0.0115336,0.0115336,0.0175510,0.0096881,0.0002165
399,-168.1,-168.1,-172.9120659,-177.6,-181.4,-186.3372617,4.812065941,4.812065941,8.737261704,4.937261704,23.15597862,23.15597862,76.33974208,24.37655313,0.0097017,0.0097017,0.0176154,0.0099542,0.0001986
400,-169.6,-169.6,-173.3856955,-177.7,-181.4,-186.4627485,3.785695542,3.785695542,8.762748457,5.062748457,14.33149073,14.33149073,76.78576052,25.63142194,0.0076325,0.0076325,0.0176668,0.0102072,0.0001761
401,-171.1,-171.1,-173.8182287,-177.7,-181.4,-186.5827823,2.718228691,2.718228691,8.882782293,5.182782293,7.388767216,7.388767216,78.90382126,26.86123229,0.0054803,0.0054803,0.0179088,0.0104492,0.0001493
402,-172.5,-172.5,-174.1530132,-177.8,-181.5,-186.6954382,1.653013168,1.653013168,8.895438179,5.195438179,2.732452532,2.732452532,79.1288204,26.99257787,0.0033327,0.0033327,0.0179344,0.0104747,0.0001164
403,-173.6,-173.6,-174.418733,-177.9,-181.5,-186.8093685,0.818732959,0.818732959,8.909368457,5.309368457,0.670323658,0.670323658,79.3768463,28.18939341,0.0016507,0.0016507,0.0179624,0.0107044,0.0000819
404,-174.6,-174.6,-174.6346455,-178.1,-181.5,-186.9227278,0.034645524,0.034645524,8.822727757,5.422727757,0.001200312,0.001200312,77.84052508,29.40597633,0.0000698,0.0000698,0.0177878,0.0109329,0.0000169
405,-175.3,-175.3,-174.7857187,-178.2,-181.5,-187.0128255,-0.514281311,-0.514281311,8.812825454,5.512825454,0.264485267,0.264485267,77.66589248,30.39124448,0.0010369,0.0010369,0.0177678,0.0111146,0.0000649
406,-175.8,-175.8,-174.869576,-178.3,-181.6,-187.0097891,-0.930423988,-0.930423988,8.709789116,5.409789116,0.865688798,0.865688798,75.86042644,29.26581828,0.0018759,0.0018759,0.0175601,0.0109068,0.0000873
407,-176.1,-176.1,-174.9118367,-178.4,-181.6,-186.9104057,-1.188163339,-1.188163339,8.510405656,5.310405656,1.41173212,1.41173212,72.42700443,28.20040823,0.0023955,0.0023955,0.0171581,0.0107065,0.0000987
408,-176.3,-176.3,-174.9212146,-178.5,-181.6,-186.7792087,-1.378785374,-1.378785374,8.279208655,5.179208655,1.901049108,1.901049108,68.54529595,26.82420229,0.0027798,0.0027798,0.0166920,0.0104420,0.0001063
409,-176.3,-176.3,-174.9227758,-178.7,-181.6,-186.6446349,-1.377224246,-1.377224246,7.944634856,5.044634856,1.896746623,1.896746623,63.11722299,25.44834083,0.0027767,0.0027767,0.0160174,0.0101706,0.0001062
410,-176.3,-176.3,-174.9066353,-178.8,-181.6,-186.5003388,-1.393364673,-1.393364673,7.700338845,4.900338845,1.941465113,1.941465113,59.29521833,24.0133208,0.0028092,0.0028092,0.0155249,0.0098797,0.0001069
411,-176.2,-176.2,-174.8642166,-178.9,-181.7,-186.5658785,-1.335783398,-1.335783398,7.66587849,4.86587849,1.784317286,1.784317286,58.76569302,23.67677348,0.0026931,0.0026931,0.0154554,0.0098102,0.0001046
412,-176,-176,-174.8125485,-179,-181.7,-186.663766,-1.187451536,-1.187451536,7.663766004,4.963766004,1.410041151,1.410041151,58.73330937,24.63897294,0.0023941,0.0023941,0.0154511,0.0100076,0.0000986
413,-175.8,-175.8,-174.8057211,-179.1,-181.7,-186.7539176,-0.994278908,-0.994278908,7.653917642,5.053917642,0.988590548,0.988590548,58.58245526,25.54208353,0.0020046,0.0020046,0.0154313,0.0101894,0.0000903
414,-175.7,-175.7,-174.8765034,-179.2,-181.7,-186.8440693,-0.823496606,-0.823496606,7.644069279,5.144069279,0.67814666,0.67814666,58.43179514,26.46144875,0.0016603,0.0016603,0.0154114,0.0103711,0.0000822
415,-175.5,-175.5,-174.9417926,-179.3,-181.7,-186.9342209,-0.558207441,-0.558207441,7.634220916,5.234220916,0.311595547,0.311595547,58.281329,27.3970686,0.0011254,0.0011254,0.0153916,0.0105529,0.0000676
416,-175.4,-175.4,-175.0103944,-179.4,-181.7,-187.0243726,-0.38960557,-0.38960557,7.624372554,5.324372554,0.151792501,0.151792501,58.13105684,28.34894309,0.0007855,0.0007855,0.0153717,0.0107346,0.0000565
417,-175.2,-175.2,-175.0891239,-179.5,-181.7,-187.1085245,-0.110876129,-0.110876129,7.608524546,5.408524546,0.012293516,0.012293516,57.88964576,29.25213776,0.0002235,0.0002235,0.0153398,0.0109043,0.0000301
418,-175.2,-175.2,-175.1788861,-179.6,-181.7,-187.1688006,-0.021113851,-0.021113851,7.568800588,5.468800588,0.000445795,0.000445795,57.28674234,29.90777987,0.0000426,0.0000426,0.0152597,0.0110258,0.0000132
419,-175.1,-175.1,-175.2595933,-179.7,-181.8,-187.1685194,0.15959329,0.15959329,7.468519429,5.368519429,0.025470018,0.025470018,55.77878246,28.82100086,0.0003218,0.0003218,0.0150575,0.0108236,0.0000362
420,-175,-175,-175.2738926,-179.8,-181.8,-187.1489607,0.273892632,0.273892632,7.348960692,5.348960692,0.075017174,0.075017174,54.00722325,28.61138048,0.0005522,0.0005522,0.0148165,0.0107842,0.0000474
421,-174.8,-174.8,-175.2119712,-179.8,-181.8,-187.129402,0.411971235,0.411971235,7.329401954,5.329401954,0.169720298,0.169720298,53.72013301,28.40252519,0.0008306,0.0008306,0.0147770,0.0107448,0.0000581
422,-174.7,-174.7,-175.1520004,-179.9,-181.8,-187.1079583,0.452000381,0.452000381,7.207958256,5.307958256,0.204304344,0.204304344,51.95466222,28.17442085,0.0009113,0.0009113,0.0145322,0.0107015,0.0000609
423,-174.5,-174.5,-175.086145,-180,-181.8,-187.0862923,0.586145031,0.586145031,7.086292323,5.286292323,0.343565997,0.343565997,50.21553889,27.94488653,0.0011817,0.0011817,0.0142869,0.0106578,0.0000693
424,-174.3,-174.3,-175.0114492,-180,-181.8,-187.0692054,0.711449158,0.711449158,7.069205408,5.269205408,0.506159904,0.506159904,49.97366509,27.76452563,0.0014344,0.0014344,0.0142524,0.0106234,0.0000764
425,-174.2,-174.2,-174.9198815,-180.1,-181.8,-187.0503147,0.719881459,0.719881459,6.950314694,5.250314694,0.518229316,0.518229316,48.30687434,27.56580439,0.0014514,0.0014514,0.0140127,0.0105853,0.0000768
426,-174.1,-174.1,-174.8165278,-180.2,-181.8,-187.0288132,0.716527827,0.716527827,6.828813215,5.228813215,0.513412127,0.513412127,46.63268993,27.34048764,0.0014446,0.0014446,0.0137678,0.0105420,0.0000766
427,-173.9,-173.9,-174.6990904,-180.2,-181.8,-187.0072494,0.799090441,0.799090441,6.80724944,5.20724944,0.638545534,0.638545534,46.33864494,27.11544673,0.0016111,0.0016111,0.0137243,0.0104985,0.0000809
428,-173.8,-173.8,-174.5706512,-180.3,-181.8,-187.0103287,0.770651243,0.770651243,6.710328724,5.210328724,0.593903338,0.593903338,45.02851159,27.14752541,0.0015537,0.0015537,0.0135289,0.0105047,0.0000795
429,-173.5,-173.5,-174.4566734,-180.3,-181.8,-187.0148172,0.956673419,0.956673419,6.714817209,5.214817209,0.915224031,0.915224031,45.08877015,27.19431852,0.0019288,0.0019288,0.0135379,0.0105137,0.0000885
