Pixel,UpperAuto,UpperManual,UpperMean,BottomAuto,BottomManual,BottomMean,ErrorUpperAuto,ErrorUpperManual,ErrorBottomAuto,ErrorBottomManual,StdErrorUpperAuto,StdErrorUpperManual,StdErrorBottomAuto,StdErrorBottomManual,PercentErrorUpperAuto,PercentErrorUpperManual,PercentErrorBottomAuto,PercentErrorBottomManual
323,-178.80000,-178.80000,-177.65005,-183.70000,-184.00000,-182.88494,-1.14995,-1.14995,-0.81506,-1.11506,1.32239,1.32239,0.66432,1.24336,0.0023185,0.0023185,0.0016433,0.0022481
324,-179.00000,-179.00000,-177.74016,-183.70000,-184.00000,-182.87569,-1.25984,-1.25984,-0.82431,-1.12431,1.58719,1.58719,0.67949,1.26407,0.0025400,0.0025400,0.0016619,0.0022668
325,-179.20000,-179.20000,-177.82504,-183.60000,-184.00000,-182.86644,-1.37496,-1.37496,-0.73356,-1.13356,1.89050,1.89050,0.53811,1.28496,0.0027721,0.0027721,0.0014789,0.0022854
326,-179.40000,-179.40000,-177.86906,-183.60000,-184.00000,-182.85719,-1.53094,-1.53094,-0.74281,-1.14281,2.34378,2.34378,0.55176,1.30601,0.0030866,0.0030866,0.0014976,0.0023040
327,-179.50000,-179.50000,-177.84393,-183.50000,-183.90000,-182.84794,-1.65607,-1.65607,-0.65206,-1.05206,2.74257,2.74257,0.42518,1.10682,0.0033389,0.0033389,0.0013146,0.0021211
328,-179.50000,-179.50000,-177.81945,-183.50000,-183.90000,-182.83869,-1.68055,-1.68055,-0.66131,-1.06131,2.82425,2.82425,0.43732,1.12637,0.0033882,0.0033882,0.0013333,0.0021397
329,-179.50000,-179.50000,-177.79633,-183.40000,-183.90000,-182.82945,-1.70367,-1.70367,-0.57055,-1.07055,2.90250,2.90250,0.32553,1.14609,0.0034348,0.0034348,0.0011503,0.0021584
330,-179.30000,-179.30000,-177.77320,-183.40000,-183.90000,-182.82020,-1.52680,-1.52680,-0.57980,-1.07980,2.33110,2.33110,0.33617,1.16597,0.0030782,0.0030782,0.0011690,0.0021770
331,-179.00000,-179.00000,-177.73186,-183.30000,-183.90000,-182.81095,-1.26814,-1.26814,-0.48905,-1.08905,1.60817,1.60817,0.23917,1.18603,0.0025567,0.0025567,0.0009860,0.0021957
332,-178.60000,-178.60000,-177.62825,-183.30000,-183.90000,-182.80170,-0.97175,-0.97175,-0.49830,-1.09830,0.94430,0.94430,0.24830,1.20626,0.0019592,0.0019592,0.0010046,0.0022143
333,-178.20000,-178.20000,-177.50387,-183.20000,-183.80000,-182.79605,-0.69613,-0.69613,-0.40395,-1.00395,0.48459,0.48459,0.16317,1.00791,0.0014035,0.0014035,0.0008144,0.0020241
334,-177.70000,-177.70000,-177.36590,-183.10000,-183.80000,-182.79167,-0.33410,-0.33410,-0.30833,-1.00833,0.11162,0.11162,0.09507,1.01674,0.0006736,0.0006736,0.0006216,0.0020329
335,-177.10000,-177.10000,-177.22717,-183.10000,-183.80000,-182.78728,0.12717,0.12717,-0.31272,-1.01272,0.01617,0.01617,0.09779,1.02560,0.0002564,0.0002564,0.0006305,0.0020418
336,-176.40000,-176.40000,-177.06363,-183.00000,-183.80000,-182.78289,0.66363,0.66363,-0.21711,-1.01711,0.44041,0.44041,0.04713,1.03450,0.0013380,0.0013380,0.0004377,0.0020506
337,-175.70000,-175.70000,-176.90009,-182.90000,-183.80000,-182.77851,1.20009,1.20009,-0.12149,-1.02149,1.44022,1.44022,0.01476,1.04344,0.0024195,0.0024195,0.0002449,0.0020595
338,-175.00000,-175.00000,-176.69805,-182.90000,-183.70000,-182.77412,1.69805,1.69805,-0.12588,-0.92588,2.88338,2.88338,0.01584,0.85725,0.0034235,0.0034235,0.0002538,0.0018667
339,-174.40000,-174.40000,-176.48134,-182.80000,-183.70000,-182.73371,2.08134,2.08134,-0.06629,-0.96629,4.33198,4.33198,0.00439,0.93371,0.0041963,0.0041963,0.0001336,0.0019482
340,-173.70000,-173.70000,-176.22965,-182.70000,-183.70000,-182.68731,2.52965,2.52965,-0.01269,-1.01269,6.39911,6.39911,0.00016,1.02555,0.0051001,0.0051001,0.0000256,0.0020417
341,-173.10000,-173.10000,-175.96554,-182.70000,-183.60000,-182.64090,2.86554,2.86554,-0.05910,-0.95910,8.21133,8.21133,0.00349,0.91987,0.0057773,0.0057773,0.0001191,0.0019337
342,-172.80000,-172.80000,-175.64975,-182.60000,-183.60000,-182.59450,2.84975,2.84975,-0.00550,-1.00550,8.12106,8.12106,0.00003,1.01104,0.0057455,0.0057455,0.0000111,0.0020272
343,-172.80000,-172.80000,-175.19287,-182.60000,-183.60000,-182.54809,2.39287,2.39287,-0.05191,-1.05191,5.72583,5.72583,0.00269,1.10651,0.0048243,0.0048243,0.0001047,0.0021208
344,-173.20000,-173.20000,-174.66631,-182.50000,-183.60000,-182.50169,1.46631,1.46631,0.00169,-1.09831,2.15006,2.15006,0.00000,1.20629,0.0029563,0.0029563,0.0000034,0.0022143
345,-173.60000,-173.60000,-174.12627,-182.50000,-183.50000,-182.45528,0.52627,0.52627,-0.04472,-1.04472,0.27696,0.27696,0.00200,1.09144,0.0010610,0.0010610,0.0000902,0.0021063
346,-173.60000,-173.60000,-173.58623,-182.50000,-183.50000,-182.40888,-0.01377,-0.01377,-0.09112,-1.09112,0.00019,0.00019,0.00830,1.19055,0.0000278,0.0000278,0.0001837,0.0021998
347,-173.20000,-173.20000,-172.97073,-182.50000,-183.50000,-182.36247,-0.22927,-0.22927,-0.13753,-1.13753,0.05257,0.05257,0.01891,1.29397,0.0004622,0.0004622,0.0002773,0.0022934
348,-172.60000,-172.60000,-172.30755,-182.40000,-183.40000,-182.31606,-0.29245,-0.29245,-0.08394,-1.08394,0.08553,0.08553,0.00705,1.17492,0.0005896,0.0005896,0.0001692,0.0021854
349,-171.80000,-171.80000,-171.61729,-182.40000,-183.40000,-182.26966,-0.18271,-0.18271,-0.13034,-1.13034,0.03338,0.03338,0.01699,1.27767,0.0003684,0.0003684,0.0002628,0.0022789
350,-171.00000,-171.00000,-170.90614,-182.40000,-183.40000,-182.22319,-0.09386,-0.09386,-0.17681,-1.17681,0.00881,0.00881,0.03126,1.38489,0.0001892,0.0001892,0.0003565,0.0023726
351,-170.30000,-170.30000,-170.18616,-182.40000,-183.40000,-182.17585,-0.11384,-0.11384,-0.22415,-1.22415,0.01296,0.01296,0.05024,1.49854,0.0002295,0.0002295,0.0004519,0.0024680
352,-169.90000,-169.90000,-169.46763,-182.50000,-183.30000,-182.12768,-0.43237,-0.43237,-0.37232,-1.17232,0.18695,0.18695,0.13862,1.37433,0.0008717,0.0008717,0.0007506,0.0023635
353,-169.70000,-169.70000,-168.75549,-182.50000,-183.30000,-182.07952,-0.94451,-0.94451,-0.42048,-1.22048,0.89209,0.89209,0.17681,1.48958,0.0019042,0.0019042,0.0008478,0.0024607
354,-169.60000,-169.60000,-168.10116,-182.50000,-183.30000,-182.03135,-1.49884,-1.49884,-0.46865,-1.26865,2.24653,2.24653,0.21963,1.60948,0.0030219,0.0030219,0.0009449,0.0025578
355,-169.20000,-169.20000,-167.51206,-182.60000,-183.30000,-181.98318,-1.68794,-1.68794,-0.61682,-1.31682,2.84915,2.84915,0.38047,1.73402,0.0034031,0.0034031,0.0012436,0.0026549
356,-168.60000,-168.60000,-166.94225,-182.60000,-183.20000,-181.93501,-1.65775,-1.65775,-0.66499,-1.26499,2.74812,2.74812,0.44221,1.60019,0.0033422,0.0033422,0.0013407,0.0025504
357,-167.80000,-167.80000,-166.44343,-182.70000,-183.20000,-181.88684,-1.35657,-1.35657,-0.81316,-1.31316,1.84028,1.84028,0.66122,1.72438,0.0027350,0.0027350,0.0016394,0.0026475
358,-167.00000,-167.00000,-165.98130,-182.70000,-183.20000,-181.83868,-1.01870,-1.01870,-0.86132,-1.36132,1.03775,1.03775,0.74188,1.85320,0.0020538,0.0020538,0.0017365,0.0027446
359,-166.20000,-166.20000,-165.51917,-182.80000,-183.20000,-181.80305,-0.68083,-0.68083,-0.99695,-1.39695,0.46353,0.46353,0.99391,1.95148,0.0013726,0.0013726,0.0020100,0.0028164
360,-165.60000,-165.60000,-165.05686,-182.90000,-183.20000,-181.76668,-0.54314,-0.54314,-1.13332,-1.43332,0.29500,0.29500,1.28441,2.05440,0.0010950,0.0010950,0.0022849,0.0028898
361,-165.10000,-165.10000,-164.62700,-183.00000,-183.10000,-181.72970,-0.47300,-0.47300,-1.27030,-1.37030,0.22373,0.22373,1.61366,1.87772,0.0009536,0.0009536,0.0025611,0.0027627
362,-164.90000,-164.90000,-164.25805,-183.00000,-183.10000,-181.69272,-0.64195,-0.64195,-1.30728,-1.40728,0.41210,0.41210,1.70898,1.98043,0.0012943,0.0012943,0.0026356,0.0028373
363,-164.80000,-164.80000,-163.93801,-183.10000,-183.10000,-181.65559,-0.86199,-0.86199,-1.44441,-1.44441,0.74303,0.74303,2.08632,2.08632,0.0017379,0.0017379,0.0029121,0.0029121
364,-164.80000,-164.80000,-163.85909,-183.20000,-183.10000,-181.61774,-0.94091,-0.94091,-1.58226,-1.48226,0.88532,0.88532,2.50354,2.19708,0.0018970,0.0018970,0.0031900,0.0029884
365,-164.70000,-164.70000,-163.82442,-183.20000,-183.10000,-181.59362,-0.87558,-0.87558,-1.60638,-1.50638,0.76663,0.76663,2.58044,2.26917,0.0017653,0.0017653,0.0032387,0.0030370
366,-164.50000,-164.50000,-163.87805,-183.30000,-183.10000,-181.58685,-0.62195,-0.62195,-1.71315,-1.51315,0.38682,0.38682,2.93488,2.28962,0.0012539,0.0012539,0.0034539,0.0030507
367,-164.20000,-164.20000,-164.05110,-183.30000,-183.10000,-181.58291,-0.14890,-0.14890,-1.71709,-1.51709,0.02217,0.02217,2.94839,2.30156,0.0003002,0.0003002,0.0034619,0.0030586
368,-164.00000,-164.00000,-164.35377,-183.40000,-183.10000,-181.57897,0.35377,0.35377,-1.82103,-1.52103,0.12515,0.12515,3.31614,2.31352,0.0007132,0.0007132,0.0036714,0.0030666
369,-164.10000,-164.10000,-164.70486,-183.40000,-183.10000,-181.57504,0.60486,0.60486,-1.82496,-1.52496,0.36586,0.36586,3.33050,2.32552,0.0012195,0.0012195,0.0036794,0.0030745
370,-164.40000,-164.40000,-165.11711,-183.50000,-183.10000,-181.57110,0.71711,0.71711,-1.92890,-1.52890,0.51424,0.51424,3.72067,2.33754,0.0014458,0.0014458,0.0038889,0.0030825
371,-164.60000,-164.60000,-165.58616,-183.50000,-183.10000,-181.56716,0.98616,0.98616,-1.93284,-1.53284,0.97251,0.97251,3.73587,2.34960,0.0019882,0.0019882,0.0038969,0.0030904
372,-164.80000,-164.80000,-166.16266,-183.50000,-183.10000,-181.56322,1.36266,1.36266,-1.93678,-1.53678,1.85685,1.85685,3.75111,2.36169,0.0027473,0.0027473,0.0039048,0.0030983
373,-164.80000,-164.80000,-166.73917,-183.60000,-183.10000,-181.55928,1.93917,1.93917,-2.04072,-1.54072,3.76036,3.76036,4.16453,2.37381,0.0039096,0.0039096,0.0041143,0.0031063
374,-164.80000,-164.80000,-167.37503,-183.60000,-183.10000,-181.55655,2.57503,2.57503,-2.04345,-1.54345,6.63075,6.63075,4.17568,2.38223,0.0051916,0.0051916,0.0041199,0.0031118
375,-164.90000,-164.90000,-168.02135,-183.60000,-183.10000,-181.55383,3.12135,3.12135,-2.04617,-1.54617,9.74283,9.74283,4.18683,2.39065,0.0062930,0.0062930,0.0041254,0.0031173
376,-165.00000,-165.00000,-168.69032,-183.60000,-183.10000,-181.55110,3.69032,3.69032,-2.04890,-1.54890,13.61847,13.61847,4.19799,2.39909,0.0074402,0.0074402,0.0041308,0.0031228
377,-165.40000,-165.40000,-169.36312,-183.60000,-183.10000,-181.54838,3.96312,3.96312,-2.05162,-1.55162,15.70630,15.70630,4.20916,2.40754,0.0079902,0.0079902,0.0041363,0.0031283
378,-165.90000,-165.90000,-170.03591,-183.50000,-183.10000,-181.54565,4.13591,4.13591,-1.95435,-1.55435,17.10578,17.10578,3.81949,2.41601,0.0083385,0.0083385,0.0039402,0.0031338
379,-166.70000,-166.70000,-170.71581,-183.50000,-183.10000,-181.55980,4.01581,4.01581,-1.94020,-1.54020,16.12673,16.12673,3.76438,2.37222,0.0080964,0.0080964,0.0039117,0.0031052
380,-167.60000,-167.60000,-171.40609,-183.50000,-183.10000,-181.57581,3.80609,3.80609,-1.92419,-1.52419,14.48632,14.48632,3.70253,2.32317,0.0076736,0.0076736,0.0038794,0.0030730
381,-168.50000,-168.50000,-172.08910,-183.50000,-183.10000,-181.59181,3.58910,3.58910,-1.90819,-1.50819,12.88161,12.88161,3.64118,2.27463,0.0072361,0.0072361,0.0038472,0.0030407
382,-169.60000,-169.60000,-172.62500,-183.40000,-183.10000,-181.60782,3.02500,3.02500,-1.79218,-1.49218,9.15062,9.15062,3.21191,2.22660,0.0060988,0.0060988,0.0036133,0.0030084
383,-170.60000,-170.60000,-173.09032,-183.40000,-183.10000,-181.62383,2.49032,2.49032,-1.77617,-1.47617,6.20170,6.20170,3.15479,2.17908,0.0050208,0.0050208,0.0035810,0.0029762
384,-171.60000,-171.60000,-173.56575,-183.30000,-183.10000,-181.64235,1.96575,1.96575,-1.65765,-1.45765,3.86418,3.86418,2.74780,2.12474,0.0039632,0.0039632,0.0033420,0.0029388
385,-172.70000,-172.70000,-174.01386,-183.30000,-183.10000,-181.66511,1.31386,1.31386,-1.63489,-1.43489,1.72623,1.72623,2.67287,2.05891,0.0026489,0.0026489,0.0032962,0.0028929
386,-173.70000,-173.70000,-174.44633,-183.20000,-183.10000,-181.68787,0.74633,0.74633,-1.51213,-1.41213,0.55701,0.55701,2.28655,1.99412,0.0015047,0.0015047,0.0030487,0.0028470
387,-174.80000,-174.80000,-175.01817,-183.20000,-183.20000,-181.71062,0.21817,0.21817,-1.48938,-1.48938,0.04760,0.04760,2.21824,2.21824,0.0004399,0.0004399,0.0030028,0.0030028
388,-175.90000,-175.90000,-175.53700,-183.10000,-183.20000,-181.73338,-0.36300,-0.36300,-1.36662,-1.46662,0.13177,0.13177,1.86764,2.15097,0.0007319,0.0007319,0.0027553,0.0029569
389,-176.90000,-176.90000,-176.05583,-183.00000,-183.20000,-181.75614,-0.84417,-0.84417,-1.24386,-1.44386,0.71262,0.71262,1.54719,2.08473,0.0017020,0.0017020,0.0025078,0.0029110
390,-177.80000,-177.80000,-176.57466,-183.00000,-183.20000,-181.77890,-1.22534,-1.22534,-1.22110,-1.42110,1.50146,1.50146,1.49109,2.01953,0.0024704,0.0024704,0.0024619,0.0028651
391,-178.60000,-178.60000,-177.06035,-182.90000,-183.20000,-181.80166,-1.53965,-1.53965,-1.09834,-1.39834,2.37054,2.37054,1.20636,1.95537,0.0031041,0.0031041,0.0022144,0.0028192
392,-179.10000,-179.10000,-177.53227,-182.80000,-183.20000,-181.82441,-1.56773,-1.56773,-0.97559,-1.37559,2.45779,2.45779,0.95177,1.89224,0.0031608,0.0031608,0.0019669,0.0027734
393,-179.60000,-179.60000,-177.96734,-182.70000,-183.20000,-181.84712,-1.63266,-1.63266,-0.85288,-1.35288,2.66559,2.66559,0.72741,1.83029,0.0032917,0.0032917,0.0017195,0.0027276
394,-179.80000,-179.80000,-178.21093,-182.60000,-183.20000,-181.86803,-1.58907,-1.58907,-0.73197,-1.33197,2.52515,2.52515,0.53577,1.77413,0.0032038,0.0032038,0.0014757,0.0026854
395,-180.00000,-180.00000,-178.41869,-182.60000,-183.20000,-181.88895,-1.58131,-1.58131,-0.71105,-1.31105,2.50054,2.50054,0.50560,1.71886,0.0031881,0.0031881,0.0014336,0.0026433
396,-180.10000,-180.10000,-178.54709,-182.50000,-183.20000,-181.90986,-1.55291,-1.55291,-0.59014,-1.29014,2.41153,2.41153,0.34826,1.66446,0.0031309,0.0031309,0.0011898,0.0026011
397,-180.00000,-180.00000,-178.54567,-182.40000,-183.20000,-181.93078,-1.45433,-1.45433,-0.46922,-1.26922,2.11509,2.11509,0.22017,1.61093,0.0029321,0.0029321,0.0009460,0.0025589
398,-180.00000,-180.00000,-178.54424,-182.30000,-183.20000,-181.95169,-1.45576,-1.45576,-0.34831,-1.24831,2.11923,2.11923,0.12132,1.55828,0.0029350,0.0029350,0.0007022,0.0025168
399,-179.80000,-179.80000,-178.52456,-182.10000,-183.20000,-181.97261,-1.27544,-1.27544,-0.12739,-1.22739,1.62674,1.62674,0.01623,1.50650,0.0025714,0.0025714,0.0002568,0.0024746
400,-179.60000,-179.60000,-178.49764,-182.00000,-183.20000,-181.98960,-1.10236,-1.10236,-0.01040,-1.21040,1.21519,1.21519,0.00011,1.46507,0.0022225,0.0022225,0.0000210,0.0024403
401,-179.40000,-179.40000,-178.45884,-181.90000,-183.20000,-181.99589,-0.94116,-0.94116,0.09589,-1.20411,0.88578,0.88578,0.00919,1.44989,0.0018975,0.0018975,0.0001933,0.0024276
402,-179.20000,-179.20000,-178.39486,-181.80000,-183.20000,-182.00217,-0.80514,-0.80514,0.20217,-1.19783,0.64825,0.64825,0.04087,1.43480,0.0016233,0.0016233,0.0004076,0.0024150
403,-178.80000,-178.80000,-178.33087,-181.70000,-183.20000,-182.00846,-0.46913,-0.46913,0.30846,-1.19154,0.22008,0.22008,0.09514,1.41978,0.0009458,0.0009458,0.0006219,0.0024023
404,-178.50000,-178.50000,-178.26689,-181.50000,-183.20000,-182.01474,-0.23311,-0.23311,0.51474,-1.18526,0.05434,0.05434,0.26496,1.40484,0.0004700,0.0004700,0.0010378,0.0023896
405,-178.10000,-178.10000,-178.08190,-181.40000,-183.20000,-182.02102,-0.01810,-0.01810,0.62102,-1.17898,0.00033,0.00033,0.38567,1.38998,0.0000365,0.0000365,0.0012521,0.0023770
406,-177.60000,-177.60000,-177.84195,-181.30000,-183.20000,-182.02731,0.24195,0.24195,0.72731,-1.17269,0.05854,0.05854,0.52898,1.37520,0.0004878,0.0004878,0.0014663,0.0023643
407,-177.10000,-177.10000,-177.60201,-181.10000,-183.20000,-182.03411,0.50201,0.50201,0.93411,-1.16589,0.25201,0.25201,0.87255,1.35931,0.0010121,0.0010121,0.0018833,0.0023506
408,-176.60000,-176.60000,-177.36206,-181.00000,-183.20000,-182.04175,0.76206,0.76206,1.04175,-1.15825,0.58074,0.58074,1.08524,1.34154,0.0015364,0.0015364,0.0021003,0.0023352
409,-176.10000,-176.10000,-177.12212,-180.90000,-183.20000,-182.04939,1.02212,1.02212,1.14939,-1.15061,1.04472,1.04472,1.32111,1.32389,0.0020607,0.0020607,0.0023173,0.0023198
410,-175.50000,-175.50000,-176.85979,-180.70000,-183.20000,-182.05704,1.35979,1.35979,1.35704,-1.14296,1.84902,1.84902,1.84155,1.30636,0.0027415,0.0027415,0.0027360,0.0023044
411,-175.10000,-175.10000,-176.58610,-180.60000,-183.20000,-182.06468,1.48610,1.48610,1.46468,-1.13532,2.20848,2.20848,2.14530,1.28894,0.0029962,0.0029962,0.0029530,0.0022889
412,-174.70000,-174.70000,-176.29843,-180.40000,-183.20000,-182.07233,1.59843,1.59843,1.67233,-1.12767,2.55498,2.55498,2.79668,1.27164,0.0032226,0.0032226,0.0033716,0.0022735
413,-174.30000,-174.30000,-176.00972,-180.30000,-183.20000,-182.07997,1.70972,1.70972,1.77997,-1.12003,2.92315,2.92315,3.16830,1.25446,0.0034470,0.0034470,0.0035887,0.0022581
414,-174.10000,-174.10000,-175.72101,-180.10000,-183.10000,-182.08762,1.62101,1.62101,1.98762,-1.01238,2.62768,2.62768,3.95062,1.02492,0.0032682,0.0032682,0.0040073,0.0020411
415,-174.00000,-174.00000,-175.43582,-180.00000,-183.10000,-182.09526,1.43582,1.43582,2.09526,-1.00474,2.06158,2.06158,4.39012,1.00950,0.0028948,0.0028948,0.0042243,0.0020257
416,-173.80000,-173.80000,-175.12128,-179.90000,-183.10000,-182.10291,1.32128,1.32128,2.20291,-0.99709,1.74579,1.74579,4.85279,0.99420,0.0026639,0.0026639,0.0044413,0.0020103
417,-173.60000,-173.60000,-174.84471,-179.70000,-183.10000,-182.11055,1.24471,1.24471,2.41055,-0.98945,1.54931,1.54931,5.81075,0.97901,0.0025095,0.0025095,0.0048600,0.0019949
418,-173.40000,-173.40000,-174.58152,-179.60000,-183.10000,-182.11819,1.18152,1.18152,2.51819,-0.98181,1.39599,1.39599,6.34131,0.96394,0.0023821,0.0023821,0.0050770,0.0019794
419,-173.30000,-173.30000,-174.35567,-179.50000,-183.10000,-182.12584,1.05567,1.05567,2.62584,-0.97416,1.11444,1.11444,6.89503,0.94899,0.0021284,0.0021284,0.0052940,0.0019640
420,-173.30000,-173.30000,-174.21455,-179.30000,-183.10000,-182.12361,0.91455,0.91455,2.82361,-0.97639,0.83640,0.83640,7.97280,0.95333,0.0018439,0.0018439,0.0056928,0.0019685
421,-173.40000,-173.40000,-174.10947,-179.20000,-183.10000,-182.11820,0.70947,0.70947,2.91820,-0.98180,0.50334,0.50334,8.51588,0.96393,0.0014304,0.0014304,0.0058835,0.0019794
422,-173.60000,-173.60000,-174.06071,-179.10000,-183.10000,-182.11277,0.46071,0.46071,3.01277,-0.98723,0.21225,0.21225,9.07681,0.97461,0.0009288,0.0009288,0.0060741,0.0019904
423,-173.80000,-173.80000,-174.01196,-179.00000,-183.10000,-182.10735,0.21196,0.21196,3.10735,-0.99265,0.04493,0.04493,9.65563,0.98535,0.0004273,0.0004273,0.0062648,0.0020013
424,-174.10000,-174.10000,-173.97312,-179.00000,-183.10000,-182.10193,-0.12688,-0.12688,3.10193,-0.99807,0.01610,0.01610,9.62195,0.99615,0.0002558,0.0002558,0.0062539,0.0020122
425,-174.30000,-174.30000,-173.93427,-178.90000,-183.10000,-182.09650,-0.36573,-0.36573,3.19650,-1.00350,0.13376,0.13376,10.21763,1.00701,0.0007374,0.0007374,0.0064446,0.0020232
426,-174.40000,-174.40000,-173.89543,-178.80000,-183.10000,-182.09335,-0.50457,-0.50457,3.29335,-1.00665,0.25459,0.25459,10.84612,1.01335,0.0010173,0.0010173,0.0066398,0.0020295
427,-174.50000,-174.50000,-173.86862,-178.80000,-183.10000,-182.09076,-0.63138,-0.63138,3.29076,-1.00924,0.39864,0.39864,10.82909,1.01857,0.0012729,0.0012729,0.0066346,0.0020348
428,-174.50000,-174.50000,-173.85905,-178.70000,-183.10000,-182.08817,-0.64095,-0.64095,3.38817,-1.01183,0.41082,0.41082,11.47972,1.02379,0.0012922,0.0012922,0.0068310,0.0020400
429,-174.40000,-174.40000,-173.78453,-178.70000,-183.00000,-182.08559,-0.61547,-0.61547,3.38559,-0.91441,0.37881,0.37881,11.46220,0.83615,0.0012409,0.0012409,0.0068258,0.0018436
430,-174.40000,-174.40000,-173.67073,-178.70000,-183.00000,-182.08304,-0.72927,-0.72927,3.38304,-0.91696,0.53184,0.53184,11.44498,0.84081,0.0014703,0.0014703,0.0068207,0.0018487
431,-174.30000,-174.30000,-173.55693,-178.70000,-183.00000,-182.08091,-0.74307,-0.74307,3.38091,-0.91909,0.55215,0.55215,11.43055,0.84473,0.0014981,0.0014981,0.0068163,0.0018530
432,-174.20000,-174.20000,-173.44314,-178.70000,-183.00000,-182.07878,-0.75686,-0.75686,3.37878,-0.92122,0.57284,0.57284,11.41612,0.84865,0.0015259,0.0015259,0.0068120,0.0018573
433,-174.10000,-174.10000,-173.32934,-178.70000,-183.00000,-182.07664,-0.77066,-0.77066,3.37664,-0.92336,0.59392,0.59392,11.40171,0.85259,0.0015538,0.0015538,0.0068077,0.0018616
434,-174.10000,-174.10000,-173.23069,-178.80000,-183.00000,-182.07461,-0.86931,-0.86931,3.27461,-0.92539,0.75571,0.75571,10.72304,0.85636,0.0017526,0.0017526,0.0066020,0.0018657
435,-174.10000,-174.10000,-173.18588,-178.80000,-183.00000,-182.07294,-0.91412,-0.91412,3.27294,-0.92706,0.83562,0.83562,10.71213,0.85944,0.0018430,0.0018430,0.0065987,0.0018691
436,-174.10000,-174.10000,-173.18159,-178.90000,-183.00000,-182.07127,-0.91841,-0.91841,3.17127,-0.92873,0.84347,0.84347,10.05697,0.86253,0.0018516,0.0018516,0.0063937,0.0018724
437,-174.20000,-174.20000,-173.19272,-178.90000,-183.00000,-182.06002,-1.00728,-1.00728,3.16002,-0.93998,1.01462,1.01462,9.98572,0.88356,0.0020308,0.0020308,0.0063710,0.0018951
438,-174.30000,-174.30000,-173.22624,-179.00000,-183.00000,-182.03934,-1.07376,-1.07376,3.03934,-0.96066,1.15297,1.15297,9.23760,0.92286,0.0021648,0.0021648,0.0061277,0.0019368
439,-174.40000,-174.40000,-173.34571,-179.10000,-183.00000,-182.01866,-1.05429,-1.05429,2.91866,-0.98134,1.11152,1.11152,8.51860,0.96302,0.0021256,0.0021256,0.0058844,0.0019785
440,-174.60000,-174.60000,-173.51176,-179.20000,-182.90000,-181.99799,-1.08824,-1.08824,2.79799,-0.90201,1.18427,1.18427,7.82873,0.81363,0.0021940,0.0021940,0.0056411,0.0018186
441,-174.80000,-174.80000,-173.73417,-179.20000,-182.90000,-181.97731,-1.06583,-1.06583,2.77731,-0.92269,1.13600,1.13600,7.71344,0.85136,0.0021489,0.0021489,0.0055994,0.0018603
442,-175.10000,-175.10000,-173.95658,-179.30000,-182.90000,-181.95663,-1.14342,-1.14342,2.65663,-0.94337,1.30742,1.30742,7.05769,0.88995,0.0023053,0.0023053,0.0053561,0.0019020
443,-175.40000,-175.40000,-174.17898,-179.40000,-182.90000,-181.93595,-1.22102,-1.22102,2.53595,-0.96405,1.49088,1.49088,6.43106,0.92939,0.0024617,0.0024617,0.0051128,0.0019436
444,-175.70000,-175.70000,-174.40139,-179.50000,-182.90000,-181.91528,-1.29861,-1.29861,2.41528,-0.98472,1.68638,1.68638,5.83355,0.96968,0.0026182,0.0026182,0.0048695,0.0019853
445,-176.00000,-176.00000,-174.62380,-179.60000,-182.90000,-181.89460,-1.37620,-1.37620,2.29460,-1.00540,1.89392,1.89392,5.26518,1.01083,0.0027746,0.0027746,0.0046262,0.0020270
446,-176.20000,-176.20000,-174.85990,-179.70000,-182.90000,-181.87392,-1.34010,-1.34010,2.17392,-1.02608,1.79587,1.79587,4.72593,1.05284,0.0027018,0.0027018,0.0043829,0.0020687
447,-176.40000,-176.40000,-175.05600,-179.80000,-182.90000,-181.85324,-1.34400,-1.34400,2.05324,-1.04676,1.80633,1.80633,4.21580,1.09570,0.0027097,0.0027097,0.0041396,0.0021104
448,-176.60000,-176.60000,-175.25211,-179.90000,-182.80000,-181.83256,-1.34789,-1.34789,1.93256,-0.96744,1.81681,1.81681,3.73480,0.93593,0.0027175,0.0027175,0.0038963,0.0019505
449,-176.70000,-176.70000,-175.42906,-180.00000,-182.80000,-181.81189,-1.27094,-1.27094,1.81189,-0.98811,1.61528,1.61528,3.28293,0.97637,0.0025624,0.0025624,0.0036530,0.0019922
450,-176.80000,-176.80000,-175.55635,-180.10000,-182.80000,-181.79121,-1.24365,-1.24365,1.69121,-1.00879,1.54667,1.54667,2.86019,1.01766,0.0025074,0.0025074,0.0034097,0.0020339
451,-176.80000,-176.80000,-175.61760,-180.20000,-182.80000,-181.77677,-1.18240,-1.18240,1.57677,-1.02323,1.39807,1.39807,2.48621,1.04700,0.0023839,0.0023839,0.0031790,0.0020630
452,-176.70000,-176.70000,-175.60475,-180.30000,-182.80000,-181.76324,-1.09525,-1.09525,1.46324,-1.03676,1.19957,1.19957,2.14108,1.07486,0.0022082,0.0022082,0.0029501,0.0020902
453,-176.70000,-176.70000,-175.56058,-180.40000,-182.80000,-181.74972,-1.13942,-1.13942,1.34972,-1.05028,1.29829,1.29829,1.82173,1.10310,0.0022972,0.0022972,0.0027212,0.0021175
